provider id,name,state,city,address,zip,ownership type - simple,ownership type - detailed,total surveys,date of last certification survey,date calculated,total deficiencies,complaint deficiencies,certification deficiencies,fms deficiencies
225608,PERRY COUNTY MEMORIAL HOSPITAL HOME HEALTH & HOSPI,IN,TELL CITY,115 HWY 66 E,47586,Government,Government and Non-Profit,1,2006-04-06,2014-07-02,21,0,21,0
225609,KING'S DAUGHTERS' HOSPICE,IN,MADISON,2670 MICHIGAN RD,47250,Non-profit,NON-PROFIT/Other,1,2008-06-13,2014-07-02,24,0,24,0
225611,ASERACARE HOSPICE,IN,INDIANAPOLIS,8460 BEARING DR #300,46268,For-profit,PROPRIETARY/Other,2,2012-09-02,2014-07-02,2,1,1,0
225614,AMERICARE HOSPICE,IN,FRANKLIN,1150 N MAIN ST STE A,46131,For-profit,PROPRIETARY/Corporation,2,2013-08-22,2014-07-02,17,9,8,0
225618,HARBOR LIGHT HOSPICE,IN,CROWN POINT,1841 E SUMMIT ST,46307,For-profit,PROPRIETARY/Corporation,1,2008-06-13,2014-07-02,6,0,6,0
225619,WABASH-MIAMI  HOME HEALTH CARE &  HOSPICE,IN,WABASH,400 ASH ST STE B,46992,Government,GOVERNMENT/County,2,2012-07-13,2014-07-02,3,0,3,0
225621,HANCOCK MEMORIAL HOSPICE,IN,GREENFIELD,801 N STATE STREET,46140,Government,GOVERNMENT/County,1,2008-06-25,2014-07-02,3,0,3,0
225622,FAYETTE REGIONAL HEALTH SYSTEM HOSPICE,IN,CONNERSVILLE,420 W 24TH ST,47331,Other,Other,1,2012-06-19,2014-07-02,0,0,0,0
225623,ODYSSEY HEALTHCARE OF CENTRAL INDIANA INC,IN,INDIANAPOLIS,5303 LAKEVIEW PKWY S DR,46268,For-profit,PROPRIETARY/Corporation,1,2008-10-22,2014-07-02,3,2,1,0
225624,PULASKI MEMORIAL HOME HEALTH &  HOSPICE,IN,WINAMAC,616 E 13TH ST,46996,Non-profit,NON-PROFIT/Other,1,2008-06-25,2014-07-02,4,0,4,0
225625,MARGARET MARY COMMUNITY HOSPITAL HOSPICE,IN,BATESVILLE,321 MITCHELL AVE,47006,Non-profit,NON-PROFIT/Other,1,2008-07-24,2014-07-02,6,0,6,0
225626,PARKVIEW HOME HEALTH AND HOSPICE,IN,FORT WAYNE,1900 CAREW ST STE 6,46805,Non-profit,NON-PROFIT/Other,2,2008-11-07,2014-07-02,0,0,0,0
225627,HELPING HEARTS HOSPICE,IN,WASHINGTON,1314 E WALNUT ST  PO BOX 760,47501,Non-profit,NON-PROFIT/Other,2,2013-07-11,2014-07-02,37,0,37,0
225628,COMMUNITY HOME HEALTH,IN,FISHERS,9894 E 121ST ST,46037,Non-profit,NON-PROFIT/Other,1,2009-08-19,2014-07-02,4,0,4,0
225629,KOSCIUSKO HOME CARE & HOSPICE INC,IN,WARSAW,1515 PROVIDENT DR STE 250,46580,Non-profit,NON-PROFIT/Other,1,2008-04-30,2014-07-02,9,0,9,0
225631,GENTIVA HOSPICE,IN,JEFFERSONVILLE,391 QUARTERMASTER CT,47130,For-profit,PROPRIETARY/Corporation,1,2008-07-18,2014-07-02,9,6,3,0
225632,GENTIVA HOSPICE,IN,EVANSVILLE,323 METRO AVE,47715,For-profit,PROPRIETARY/Corporation,2,2011-08-12,2014-07-02,27,15,12,0
225633,DEKALB HEALTH HOSPICE,IN,AUBURN,400 ERIE PASS,46706,Other,Other,1,2010-06-09,2014-07-02,16,0,16,0
225634,EMBRACE HOSPICE LLC,IN,NEW CASTLE,3640 N BRIARWOOD LN STE 1,47362,For-profit,PROPRIETARY/Other,1,2008-10-30,2014-07-02,21,4,17,0
225635,CAMERON HOME HEALTH CARE &  HOSPICE,IN,ANGOLA,306 E MAUMEE ST,46703,Non-profit,NON-PROFIT/Private,1,2008-10-30,2014-07-02,5,0,5,0
225636,GENTIVA HOSPICE,IN,ROCHESTER,1476 W 18TH ST,46975,Other,Other,2,2012-06-22,2014-07-02,0,0,0,0
225638,HENRY COUNTY MEMORIAL HOSPITAL HOSPICE,IN,NEW CASTLE,1007 N 16TH ST,47362,Government,GOVERNMENT/City-County,1,2009-06-11,2014-07-02,66,0,66,0
225639,LIVING WATERS HOSPICE CARE LLC,IN,EVANSVILLE,2425 HWY 41 N  STE 130,47711,Other,Other,2,2013-05-14,2014-07-02,30,0,30,0
225641,FAMILY HOSPICE & PALLIATIVE CARE,IN,BERNE,265 W WATER ST,46711,Non-profit,NON-PROFIT/Other,1,2008-10-23,2014-07-02,11,2,9,0
225643,SPENCER COUNTY HOSPICE INC,IN,ROCKPORT,225 MAIN ST,47635,Non-profit,NON-PROFIT/Other,2,2013-08-30,2014-07-02,20,0,20,0
225644,BALL MEMORIAL HOSPICE,IN,MUNCIE,2401 UNIVERSITY AVE,47303,Non-profit,NON-PROFIT/Private,1,2006-10-12,2014-07-02,0,0,0,0
225645,SOUTHERNCARE FORT WAYNE,IN,FORT WAYNE,7557 W  JEFFERSON BLVD,46804,For-profit,PROPRIETARY/Corporation,2,2012-07-19,2014-07-02,6,2,4,0
230554,H C I CARE SERVICES,IA,W DES MOINES,401 RAILROAD PLACE,50265,Non-profit,NON-PROFIT/Other,3,2010-06-29,2014-07-02,71,18,53,0
230555,AVERA HOLY FAMILY HEALTH HOSPICE,IA,ESTHERVILLE,826 NORTH EIGHTH STREET,51334,Non-profit,NON-PROFIT/Church,1,2004-06-09,2014-07-02,4,0,4,0
230556,HOSPICE OF SIOUXLAND,IA,SIOUX CITY,4300 HAMILTON BOULEVARD,51104,Other,Other,2,2011-07-22,2014-07-02,2,1,1,0
230558,CEDAR VALLEY HOSPICE,IA,WATERLOO,"2101 KIMBALL AVENUE, SUITE 401",50704,Non-profit,NON-PROFIT/Private,1,2008-03-07,2014-07-02,28,0,28,0
230559,IOWA RIVER HOSPICE,IA,MARSHALLTOWN,502 PLAZA HEIGHTS ROAD,50158,For-profit,PROPRIETARY/Corporation,1,2007-08-08,2014-07-02,6,0,6,0
230560,MERCY HOSPICE - DES MOINES,IA,DES MOINES,"1055 6TH AVENUE, SUITE 200",50314,Non-profit,NON-PROFIT/Church,1,2005-05-16,2014-07-02,19,1,18,0
230561,IOWA CITY HOSPICE,IA,IOWA CITY,1025 WADE STREET,52240,Non-profit,NON-PROFIT/Private,1,2007-01-18,2014-07-02,12,1,11,0
230562,HOMEWARD HOSPICE,IA,AMES,400 SOUTH DAKOTA,50014,Government,GOVERNMENT/City,1,2006-07-27,2014-07-02,18,0,18,0
230563,GREATER REGIONAL MEDICAL CENTER HOSPICE,IA,CRESTON,"1715 WEST PRAIRIE, SUITE A",50801,Government,GOVERNMENT/County,2,2012-07-03,2014-07-02,14,0,14,0
230564,SKIFF HOSPICE,IA,NEWTON,204 NORTH FOURTH AVENUE EAST,50208,Other,Other,2,2011-06-22,2014-07-02,22,0,22,0
230565,MAHASKA  HEALTH PARTNERSHIP HOSPICE SERVICES,IA,OSKALOOSA,1225 C AVENUE E,52577,Non-profit,NON-PROFIT/Other,2,2010-07-09,2014-07-02,11,0,11,0
230566,HOSPICE OF MERCY,IA,HIAWATHA,315 18TH AVENUE,52233,Non-profit,NON-PROFIT/Other,1,2006-03-30,2014-07-02,12,12,0,0
230567,HOSPICE INC SERVING DAVIS & WAPELLO COUNTIES,IA,OTTUMWA,927 EAST PENNSYLVANIA,52501,Non-profit,NON-PROFIT/Private,2,2010-01-05,2014-07-02,23,0,23,0
230568,HOSPICE OF DUBUQUE,IA,DUBUQUE,1670 JOHN F KENNEDY ROAD,52002,Non-profit,NON-PROFIT/Private,1,2007-11-15,2014-07-02,3,0,3,0
230569,HOSPICE OF THE HEARTLAND,IA,ALGONA,1515 SOUTH PHILLIPS,50511,Government,GOVERNMENT/City-County,1,2011-08-31,2014-07-02,13,0,13,0
230570,UNITYPOINT HOSPICE,IA,CEDAR RAPIDS,"290 BLAIRS FERRY ROAD NE, SUITE 100",52402,Non-profit,NON-PROFIT/Other,1,2008-03-06,2014-07-02,6,0,6,0
230571,LEE COUNTY HEALTH DEPARTMENT HOSPICE,IA,FORT MADISON,2218 AVENUE H,52627,Government,GOVERNMENT/County,1,2009-08-07,2014-07-02,3,0,3,0
230572,UNITYPOINT HOSPICE,IA,ATLANTIC,1501 EAST TENTH STREET,50022,Government,GOVERNMENT/County,1,2010-07-14,2014-07-02,13,0,13,0
230573,SIOUX CENTER HOME HEALTH AND HOSPICE,IA,SIOUX CENTER,1400 7TH AVENUE SE,51250,Non-profit,NON-PROFIT/Other,1,2011-07-25,2014-07-02,12,0,12,0
230574,GENESIS HOSPICE,IA,BETTENDORF,2546 TECH DRIVE,52722,Non-profit,NON-PROFIT/Private,2,2010-12-06,2014-07-02,32,0,32,0
230576,POCAHONTAS COMMUNITY HOSPITAL HOSPICE,IA,POCAHONTAS,606 NW SEVENTH STREET,50574,Government,GOVERNMENT/City,1,2011-10-03,2014-07-02,6,0,6,0
230578,SANFORD HOME HEALTH AND HOSPICE SHELDON,IA,SHELDON,"118 NORTH SEVENTH STREET, PO BOX 250",51201,Non-profit,NON-PROFIT/Other,1,2005-09-01,2014-07-02,3,0,3,0
230581,HOSPICE OF COMPASSION,IA,WILLIAMSBURG,"406 COURT STREET, PO BOX 1034",52361,Non-profit,NON-PROFIT/Private,2,2005-08-25,2014-07-02,41,0,41,0
230582,HAMILTON COUNTY PUBLIC HEALTH SERVICES & HOSPICE,IA,WEBSTER CITY,821 SENECA STREET,50595,Government,GOVERNMENT/County,2,2005-02-09,2014-07-02,3,0,3,0
230583,HOSPICE OF PALO ALTO COUNTY,IA,EMMETSBURG,3201 FIRST STREET,50536,Government,GOVERNMENT/County,1,2011-08-17,2014-07-02,10,0,10,0
230585,ASERA CARE HOSPICE,IA,COUNCIL BLUFFS,411 EAST BROADWAY,51503,For-profit,PROPRIETARY/Corporation,1,2012-10-19,2014-07-02,4,4,0,0
230586,HOSPICE OF SPENCER HOSPITAL,IA,SPENCER,116 EAST 11TH STREET,51301,Government,GOVERNMENT/City,1,2011-09-21,2014-07-02,6,0,6,0
230587,UNITYPOINT HOSPICE,IA,STORM LAKE,1305 WEST MILWAUKEE,50588,Government,GOVERNMENT/County,1,2004-02-05,2014-07-02,3,0,3,0
230588,HOSPICE OF COMFORT,IA,MANCHESTER,613 WEST MAIN STREET,52057,Government,Government and Non-Profit,1,2005-08-04,2014-07-02,5,0,5,0
230590,CHEROKEE REGIONAL MEDICAL CENTER HOSPICE,IA,CHEROKEE,1000 SOUTH SECOND STREET-PRACTICE LOCATION,51012,Non-profit,NON-PROFIT/Private,1,2004-07-01,2014-07-02,1,0,1,0
230591,"HOSPICE OF PELLA, THE COMFORT HOUSE",IA,PELLA,505 UNION  STREET,50219,Non-profit,NON-PROFIT/Private,1,2009-07-30,2014-07-02,7,0,7,0
230592,BURGESS HOSPICE,IA,ONAWA,1600 DIAMOND STREET,51040,Non-profit,NON-PROFIT/Private,1,2005-08-04,2014-07-02,5,0,5,0
230593,CALHOUN COUNTY DEPARTMENT OF HEALTH HOSPICE,IA,ROCKWELL CITY,501 COURT STREET,50579,Government,GOVERNMENT/County,1,2005-06-28,2014-07-02,1,0,1,0
230594,GRINNELL REGIONAL HOSPICE,IA,GRINNELL,"306 4TH AVENUE, SUITE A",50112,Non-profit,NON-PROFIT/Private,1,2006-04-06,2014-07-02,3,0,3,0
230595,STEWART MEMORIAL COMMUNITY HOSPITAL HOSPICE,IA,LAKE CITY,1301 WEST MAIN STREET,51449,Non-profit,NON-PROFIT/Private,1,2005-08-24,2014-07-02,0,0,0,0
230596,HOSPICE OF MONROE COUNTY,IA,ALBIA,6580 165TH STREET,52531,Government,GOVERNMENT/County,1,2007-09-06,2014-07-02,3,0,3,0
230597,HOSPICE OF WASHINGTON COUNTY,IA,WASHINGTON,948 EAST 11TH STREET,52353,Non-profit,NON-PROFIT/Other,1,2007-08-22,2014-07-02,9,0,9,0
230598,MIDDLE RIVER HOSPICE,IA,WINTERSET,300 WEST HUTCHINGS,50273,Government,Government and Non-Profit,1,2007-05-17,2014-07-02,0,0,0,0
230599,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,IA,CARROLL,318 SOUTH MAPLE SUITE 2,51401,Non-profit,NON-PROFIT/Church,1,2006-05-17,2014-07-02,6,0,6,0
230600,HEARTLAND HOSPICE,IA,RED OAK,2301 EASTERN AVENUE,51566,Government,Government and Non-Profit,1,2009-08-06,2014-07-02,4,0,4,0
230601,HORN HOSPICE,IA,IDA GROVE,700 EAST SECOND STREET,51445,Non-profit,NON-PROFIT/Other,1,2006-04-18,2014-07-02,0,0,0,0
230602,UNITYPOINT HOSPICE,IA,FORT DODGE,802 KENYON ROAD,50501,Non-profit,NON-PROFIT/Private,1,2006-07-26,2014-07-02,5,4,1,0
230603,HOWARD COUNTY COMMUNITY HOSPICE,IA,CRESCO,327 EIGHTH AVENUE WEST,52136,Government,GOVERNMENT/County,1,2007-10-18,2014-07-02,7,0,7,0
230604,BEACON OF HOPE HOSPICE,IA,DAVENPORT,1020 WEST 35TH STREET,52806,For-profit,PROPRIETARY/Corporation,1,2005-01-27,2014-07-02,16,13,3,0
230605,WINNESHIEK MEDICAL CENTER HOSPICE,IA,DECORAH,901 MONTGOMERY STREET,52101,Government,GOVERNMENT/County,1,2011-09-15,2014-07-02,7,0,7,0
230606,IOWA HEALTH HOSPICE,IA,URBANDALE,11333  AURORA  AVENUE,50322,For-profit,PROPRIETARY/Indvidual,1,2007-06-21,2014-07-02,21,0,21,0
230607,MYRTUE MEDICAL CENTER HOSPICE,IA,HARLAN,2712 12TH STREET,51537,Government,GOVERNMENT/County,1,2011-09-15,2014-07-02,10,0,10,0
230608,HOSPICE FOR WRIGHT COUNTY,IA,CLARION,115 FIRST STREET SE,50525,Government,GOVERNMENT/County,1,2011-08-03,2014-07-02,6,0,6,0
230613,CRAWFORD COUNTY HOME HEALTH & HOSPICE,IA,DENISON,105 NORTH MAIN STREET,51442,Government,Government and Non-Profit,3,2005-10-13,2014-07-02,12,0,12,0
230614,LAKES REGIONAL HEALTHCARE HOSPICE,IA,MILFORD,1003 21ST STREET,51351,Government,GOVERNMENT/County,2,2005-10-19,2014-07-02,8,0,8,0
230615,H C I CARE SERVICES,IA,MOUNT PLEASANT,119 N MAIN STREET,52641,Non-profit,NON-PROFIT/Private,3,2006-04-26,2014-07-02,13,0,13,0
230616,UNITY HOSPICE,IA,MUSCATINE,1609 CEDAR STREET,52761,Non-profit,NON-PROFIT/Private,1,2005-06-29,2014-07-02,2,0,2,0
230617,SMC HOME HEALTH & HOSPICE,IA,SHENANDOAH,300 PARK AVENUE,51601,Other,Other,1,2005-08-17,2014-07-02,4,0,4,0
234858,HARRY HYNES MEMORIAL HOSPICE,KS,WICHITA,313 S MARKET,67202,Other,Other,2,2009-08-20,2014-07-02,7,3,4,0
234860,HOSPICE AND HOMECARE OF RENO COUNTY,KS,HUTCHINSON,1600 N LORRAINE SUITE 203,67501,Non-profit,NON-PROFIT/Other,1,2007-05-21,2014-07-02,13,0,13,0
234861,HOSPICE OF OLATHE MEDICAL CTR,KS,OLATHE,20875 W 151ST STREET SUITE 301,66061,Non-profit,NON-PROFIT/Other,1,2010-01-21,2014-07-02,0,0,0,0
234862,MIDLAND HOSPICE CARE,KS,TOPEKA,200 SW FRAZIER CIRCLE,66606,Non-profit,NON-PROFIT/Private,1,2012-09-25,2014-07-02,9,0,9,0
234863,HOSPICE OF THE PRAIRIE,KS,DODGE CITY,200 FOURTH CIRCLE,67801,Non-profit,NON-PROFIT/Private,1,2006-08-30,2014-07-02,0,0,0,0
234864,ST LUKE'S HOSPICE OF LEAVENWORTH LLC,KS,LANSING,1004 PROGRESS SUITE 150,66043,Non-profit,NON-PROFIT/Private,1,2009-10-15,2014-07-02,0,0,0,0
234866,VISITING NURSES HOSPICE,KS,LAWRENCE,200 MAINE  STE C,66044,Non-profit,NON-PROFIT/Other,1,2006-10-19,2014-07-02,2,0,2,0
234867,GOLDEN BELT HOME HEALTH & HOSPICE,KS,GREAT BEND,3520 LAKIN #102,67530,Non-profit,NON-PROFIT/Church,1,2011-08-11,2014-07-02,3,0,3,0
234868,SOUTH WIND HOSPICE,KS,PRATT,496 YUCCA LANE,67124,Non-profit,NON-PROFIT/Private,2,2009-02-25,2014-07-02,14,2,12,0
234870,HOSPICE SERVICES INC,KS,PHILLIPSBURG,424 EIGHTH STREET,67661,Other,Other,2,2012-12-13,2014-07-02,2,0,2,0
234871,ATCHISON HOSPITAL HOSPICE,KS,ATCHISON,1301 N 3RD STREET,66002,Other,Other,1,2010-07-21,2014-07-02,0,0,0,0
234872,HOMECARE & HOSPICE INC,KS,MANHATTAN,3801 VANESTA DRIVE,66503,Non-profit,NON-PROFIT/Private,1,2009-10-01,2014-07-02,1,0,1,0
234873,HAND IN HAND HOSPICE,KS,EMPORIA,1201 W 12TH AVE,66801,Government,GOVERNMENT/County,2,2014-02-13,2014-07-02,0,0,0,0
234875,HOSPICE OF JEFFERSON COUNTY,KS,OSKALOOSA,1212 WALNUT US HIGHWAY 59,66066,Government,Government and Non-Profit,1,2006-09-27,2014-07-02,2,2,0,0
234876,HOSPICE OF SALINA,KS,SALINA,730 HOLLY LANE,67401,Non-profit,NON-PROFIT/Other,3,2011-11-03,2014-07-02,22,0,22,0
234877,MEADOWLARK HOSPICE,KS,CLAY CENTER,709 LIBERTY STREET,67432,Government,Government and Non-Profit,2,2013-07-25,2014-07-02,3,0,3,0
234878,HOSPICE OF DICKINSON COUNTY,KS,ABILENE,511 NE 10TH ST,67410,Other,Other,2,2012-12-13,2014-07-02,0,0,0,0
234880,HORIZON HOSPICE,KS,CHANUTE,629 S PLUMMER AVE,66720,Government,GOVERNMENT/County,1,2006-06-21,2014-07-02,0,0,0,0
234882,TRINITY HOSPICE,KS,WICHITA,1938 N WOODLAWN STE 214,67208,For-profit,PROPRIETARY/Corporation,1,2006-12-07,2014-07-02,4,2,2,0
234884,HOSPICE OF NE KS MULTI-COUNTY,KS,HIAWATHA,907 S 2ND STREET,66434,Government,Government and Non-Profit,1,2010-07-15,2014-07-02,2,0,2,0
234885,ST CATHERINE HOSPICE,KS,GARDEN CITY,602 N 6TH STREET,67846,Non-profit,NON-PROFIT/Church,1,2007-04-05,2014-07-02,0,0,0,0
234886,OTTAWA CO HHA/HOSPICE AGENCY,KS,MINNEAPOLIS,817-A ARGYLE AVE,67467,Government,GOVERNMENT/County,1,2008-06-19,2014-07-02,0,0,0,0
234887,HOSPICE OF GRAHAM COUNTY HOSP,KS,HILL CITY,304 W PROUT,67642,Government,Government and Non-Profit,1,2008-07-02,2014-07-02,0,0,0,0
234888,HOSPICE & PALLIATIVE CARE AT HAYSMED,KS,HAYS,2220 CANTERBURY DRIVE,67601,Other,Other,2,2013-06-06,2014-07-02,0,0,0,0
234891,GRACE HOSPICE,KS,TOPEKA,3715 SW 29TH ST STE 100,66614,For-profit,PROPRIETARY/Partnership,1,2008-03-13,2014-07-02,0,0,0,0
234894,SOLOMON VALLEY HOSPICE,KS,BELOIT,111 EAST COURT,67420,Government,GOVERNMENT/County,1,2008-11-25,2014-07-02,0,0,0,0
234895,CATHOLIC COMM HOSPICE,KS,OVERLAND PARK,9740 WEST 87TH STREET,66212,Non-profit,NON-PROFIT/Private,1,2009-04-02,2014-07-02,0,0,0,0
234896,ALLEN COUNTY REGIONAL HOSPICE,KS,IOLA,501 N STATE,66749,Government,GOVERNMENT/County,1,2013-10-19,2014-07-02,0,0,0,0
234897,HARDEN HOSPICE KANSAS,KS,WICHITA,2622 W CENTRAL AVE SUITE 401B,67203,For-profit,PROPRIETARY/Corporation,2,2012-10-03,2014-07-02,0,0,0,0
234899,HOLTON COMM HOSP-HOSPICE,KS,HOLTON,1110 COLUMBINE DR,66436,Non-profit,NON-PROFIT/Private,2,2014-02-19,2014-07-02,0,0,0,0
239635,"HOSPICE OF THE BLUEGRASS, INC",KY,LEXINGTON,2312 ALEXANDRIA DRIVE,40504,Non-profit,NON-PROFIT/Private,2,2011-11-10,2014-07-02,0,0,0,0
239636,COMMUNITY HOSPICE,KY,ASHLAND,1480 CARTER AVENUE,41101,Non-profit,NON-PROFIT/Private,2,2013-09-07,2014-07-02,0,0,0,0
239637,HOSPARUS INC,KY,LOUISVILLE,3532 EPHRAIM MCDOWELL DRIVE,40205,Non-profit,NON-PROFIT/Private,2,2011-12-22,2014-07-02,0,0,0,0
239638,"HOSPICE CARE PLUS, INC",KY,BEREA,208 KIDD DRIVE,40403,For-profit,PROPRIETARY/Corporation,2,2011-04-21,2014-07-02,2,0,2,0
239641,HOSPICE EAST,KY,WINCHESTER,407 SHOPPERS DRIVE,40392,Non-profit,NON-PROFIT/Private,2,2012-07-06,2014-07-02,1,0,1,0
239642,LOURDES HOSPICE,KY,PADUCAH,911 JOE CLIFTON DRIVE,42001,Non-profit,NON-PROFIT/Church,2,2013-11-21,2014-07-02,3,3,0,0
239643,TRI-COUNTY HOSPICE,KY,LONDON,740 EAST LAUREL ROAD,40741,For-profit,PROPRIETARY/Corporation,2,2011-02-03,2014-07-02,0,0,0,0
239644,HOSPICE OF BIG SANDY,KY,HAGERHILL,"1520 KENTUCKY ROUTE 1428, PO BOX 277",41222,For-profit,PROPRIETARY/Corporation,1,2004-09-09,2014-07-02,2,0,2,0
239645,HOSPICE OF LAKE CUMBERLAND,KY,SOMERSET,100 PARKWAY DRIVE,42503,Non-profit,NON-PROFIT/Other,3,2012-03-07,2014-07-02,3,0,3,0
239646,HOSPICE OF SOUTHERN KENTUCKY,KY,BOWLING GREEN,5872 SCOTTSVILLE ROAD,42104,Non-profit,NON-PROFIT/Private,4,2013-10-02,2014-07-02,21,1,20,0
239648,HOSPICE CARE OF ST ELIZABETH HEALTHCARE,KY,EDGEWOOD,483 SOUTH LOOP ROAD,41017,Non-profit,NON-PROFIT/Church,2,2005-12-21,2014-07-02,0,0,0,0
239649,ST CLAIRE HOSPICE/PALLIATIVE CARE,KY,MOREHEAD,201 LYONS AVENUE,40351,Non-profit,NON-PROFIT/Church,2,2011-09-23,2014-07-02,0,0,0,0
239650,"HERITAGE HOSPICE, INC",KY,DANVILLE,120 ENTERPRISE DRIVE,40422,Non-profit,NON-PROFIT/Other,2,2011-05-12,2014-07-02,0,0,0,0
239651,ST ANTHONY'S HOSPICE INC,KY,HENDERSON,2410 SOUTH GREEN STREET,42420,For-profit,PROPRIETARY/Corporation,3,2013-11-27,2014-07-02,5,0,5,0
239652,HOSPICE OF OHIO COUNTY,KY,HARTFORD,107 GILLESPIE STREET,42347,For-profit,PROPRIETARY/Corporation,3,2013-09-18,2014-07-02,5,0,5,0
239653,HOSPICE OF HOPE INC,KY,MAYSVILLE,909 KENTON STATION ROAD,41056,Non-profit,NON-PROFIT/Other,2,2005-10-12,2014-07-02,1,0,1,0
239654,HOSPICE OF WESTERN KENTUCKY,KY,OWENSBORO,3419 WATHENS CROSSING,42301,For-profit,PROPRIETARY/Corporation,2,2010-08-06,2014-07-02,2,0,2,0
239655,HOSPICE OF NELSON COUNTY,KY,BARDSTOWN,"202 W STEPHEN FOSTER AVENUE, SUITE A",40004,Non-profit,NON-PROFIT/Private,2,2012-04-17,2014-07-02,0,0,0,0
239656,CUMBERLAND VALLEY DISTRICT HEALTH DEPART HOSPICE,KY,MANCHESTER,102 SOUTH COURT STREET,40962,Government,GOVERNMENT/State,1,2004-09-02,2014-07-02,0,0,0,0
239657,MURRAY CALLOWAY COUNTY HOSPITAL HOSPICE,KY,MURRAY,903 POPLAR STREET,42071,Non-profit,NON-PROFIT/Other,3,2013-11-15,2014-07-02,4,0,4,0
239658,APPALACHIAN HOSPICE CARE,KY,PIKEVILLE,1414 SOUTH MAYO TRAIL,41502,For-profit,PROPRIETARY/Corporation,2,2010-08-12,2014-07-02,2,0,2,0
239659,PENNYROYAL HOSPICE INC,KY,HOPKINSVILLE,220 BURLEY AVENUE,42240,Non-profit,NON-PROFIT/Other,3,2012-03-30,2014-07-02,3,0,3,0
239660,MOUNTAIN COMMUNITY HOSPICE,KY,HAZARD,"57 DENNIS SANDLIN, MD COVE",41701,Other,Other,3,2014-02-26,2014-07-02,1,1,0,0
239661,BAPTIST HEALTH HOSPICE,KY,MADISONVILLE,418 NORTH SCOTT STREET,42431,Non-profit,NON-PROFIT/Other,3,2012-07-06,2014-07-02,7,0,7,0
239662,MORGAN CO ARH HOME CARE HOSPICE SERVICES,KY,WEST LIBERTY,"493 MAIN STREET, P O BOX 579",41472,Non-profit,NON-PROFIT/Private,1,2004-11-16,2014-07-02,1,0,1,0
239664,HOSPICE OF NORTHERN KENTUCKY,KY,FLORENCE,7388 TURFWAY ROAD,41042,Non-profit,NON-PROFIT/Private,2,2011-10-06,2014-07-02,0,0,0,0
246794,HOSPICE OF ACADIANA INC,LA,LAFAYETTE,"2600 JOHNSTON STREET, SUITE 200",70503,Non-profit,NON-PROFIT/Private,1,2010-07-08,2014-07-02,0,0,0,0
246798,CHRISTUS HOSPICE & PALLIATIVE CARE-SCHUMPERT,LA,SHREVEPORT,"1700 BUCKNER SQUARE, STE 200",71101,Non-profit,NON-PROFIT/Other,2,2012-08-30,2014-07-02,0,0,0,0
246800,HOSPICE OF BATON ROUGE,LA,BATON ROUGE,9063 SIEGEN LANE,70810,Non-profit,NON-PROFIT/Private,3,2013-09-29,2014-07-02,0,0,0,0
246801,HOSPICE OF SOUTH LOUISIANA,LA,HOUMA,6500 WEST MAIN STREET,70360,For-profit,PROPRIETARY/Partnership,1,2010-08-12,2014-07-02,0,0,0,0
246802,ST MARGARET'S HOME HEALTH AND HOSPICE,LA,GRETNA,919 AMELIA STREET,70053,For-profit,PROPRIETARY/Partnership,1,2010-09-29,2014-07-02,4,0,4,0
246803,NOTRE DAME HOSPICE,LA,SLIDELL,660 OAK HARBOR BLVD SUITE 201,70458,For-profit,PROPRIETARY/Partnership,1,2009-01-23,2014-07-02,2,2,0,0
246805,"JOURNEY HOSPICE OF ALEXANDRIA, LLC",LA,ALEXANDRIA,233 PECAN PARK AVENUE C AND D,71303,For-profit,PROPRIETARY/Corporation,1,2010-11-10,2014-07-02,0,0,0,0
246806,ST TAMMANY HOSPITAL HOSPICE,LA,COVINGTON,725 W 11TH AVE,70433,Government,GOVERNMENT/State,1,2011-08-05,2014-07-02,5,0,5,0
246807,WILLIS KNIGHTON HOSPICE OF LOUISIANA,LA,SHREVEPORT,616 E FLOURNOY LUCAS ROAD,71115,For-profit,PROPRIETARY/Corporation,1,2010-11-12,2014-07-02,0,0,0,0
246809,CHRISTUS HOSPICE & PALLIATIVE CARE ST FRANCES CABR,LA,ALEXANDRIA,4801 JACKSON STREET EXT SUITE B,71303,Non-profit,NON-PROFIT/Church,2,2012-09-11,2014-07-02,0,0,0,0
246810,LOUISIANA HOSPICE AND PALLIATIVE CARE,LA,EUNICE,200 SOUTH SEVENTH STREET SUITE 2,70535,Other,Other,1,2010-11-09,2014-07-02,0,0,0,0
246812,NORTH OAKS HOSPICE,LA,HAMMOND,"15790 PAUL VEGA, MD DRIVE",70403,Other,Other,1,2009-10-15,2014-07-02,0,0,0,0
246815,"LAKESIDE HOSPICE, LLC",LA,METAIRIE,5105 W NAPOLEON AVE,70001,Other,Other,1,2007-12-20,2014-07-02,16,16,0,0
246819,AMEDISYS HOSPICE,LA,METAIRIE,3636 SOUTH I-10 SERVICE RD STE 301,70001,For-profit,PROPRIETARY/Indvidual,1,2011-09-09,2014-07-02,0,0,0,0
246820,"ST JOSEPH HOSPICE OF CENLA, LLC",LA,ALEXANDRIA,716 VERSAILLES BLVD,71303,For-profit,PROPRIETARY/Corporation,1,2009-03-12,2014-07-02,6,4,2,0
